image_dir,image_name,x1,y1,x2,y2,x3,y3,x4,y4
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-23.png,0.3007,0.1986,0.5370,0.1955,0.5672,0.7726,0.2868,0.7950
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-24.png,0.2978,0.1931,0.5345,0.1907,0.5620,0.7672,0.2814,0.7883
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-25.png,0.2960,0.1926,0.5320,0.1904,0.5594,0.7652,0.2788,0.7857
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-26.png,0.2933,0.1844,0.5298,0.1836,0.5564,0.7578,0.2754,0.7769
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-27.png,0.2932,0.1834,0.5297,0.1820,0.5554,0.7568,0.2747,0.7754
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-28.png,0.2920,0.1832,0.5285,0.1819,0.5535,0.7559,0.2723,0.7744
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-29.png,0.2902,0.1844,0.5265,0.1834,0.5516,0.7569,0.2692,0.7744
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-3.png,0.3580,0.1984,0.5963,0.1891,0.6420,0.7788,0.3641,0.8105
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-30.png,0.2902,0.1813,0.5273,0.1807,0.5513,0.7560,0.2687,0.7728
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-31.png,0.2874,0.1859,0.5246,0.1861,0.5477,0.7620,0.2644,0.7782
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-32.png,0.2877,0.1861,0.5251,0.1870,0.5488,0.7617,0.2661,0.7770
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-33.png,0.2924,0.1854,0.5284,0.1873,0.5510,0.7595,0.2685,0.7736
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-34.png,0.2930,0.1846,0.5290,0.1871,0.5520,0.7587,0.2699,0.7721
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-35.png,0.2988,0.1812,0.5343,0.1833,0.5582,0.7504,0.2771,0.7636
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-36.png,0.3013,0.1772,0.5364,0.1787,0.5607,0.7457,0.2800,0.7584
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-37.png,0.3097,0.1688,0.5443,0.1710,0.5695,0.7366,0.2895,0.7479
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-38.png,0.3137,0.1632,0.5483,0.1656,0.5722,0.7325,0.2921,0.7427
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-39.png,0.3155,0.1619,0.5505,0.1654,0.5748,0.7326,0.2948,0.7426
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-4.png,0.3549,0.1999,0.5936,0.1910,0.6382,0.7810,0.3605,0.8131
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-40.png,0.3231,0.1593,0.5570,0.1632,0.5824,0.7279,0.3028,0.7366
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-41.png,0.3259,0.1559,0.5597,0.1597,0.5860,0.7252,0.3071,0.7339
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-42.png,0.3301,0.1540,0.5642,0.1578,0.5902,0.7226,0.3112,0.7307
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-43.png,0.3336,0.1515,0.5674,0.1558,0.5925,0.7215,0.3136,0.7302
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-44.png,0.3332,0.1518,0.5671,0.1574,0.5930,0.7233,0.3138,0.7318
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-45.png,0.3325,0.1555,0.5662,0.1619,0.5938,0.7264,0.3151,0.7348
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-46.png,0.3352,0.1545,0.5686,0.1608,0.5981,0.7260,0.3189,0.7350
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-47.png,0.3372,0.1552,0.5719,0.1605,0.6013,0.7275,0.3223,0.7378
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-48.png,0.3424,0.1574,0.5764,0.1615,0.6081,0.7282,0.3289,0.7399
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-49.png,0.3433,0.1581,0.5776,0.1618,0.6106,0.7309,0.3318,0.7439
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-5.png,0.3516,0.2028,0.5895,0.1936,0.6340,0.7804,0.3568,0.8125
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-50.png,0.3446,0.1637,0.5792,0.1674,0.6126,0.7352,0.3339,0.7493
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-51.png,0.3458,0.1669,0.5796,0.1701,0.6154,0.7363,0.3372,0.7510
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-52.png,0.3481,0.1662,0.5826,0.1686,0.6193,0.7363,0.3407,0.7517
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-53.png,0.3541,0.1708,0.5873,0.1723,0.6264,0.7387,0.3496,0.7566
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-54.png,0.3550,0.1727,0.5885,0.1742,0.6293,0.7400,0.3525,0.7584
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-55.png,0.3569,0.1732,0.5903,0.1744,0.6323,0.7419,0.3560,0.7621
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-56.png,0.3621,0.1776,0.5950,0.1773,0.6411,0.7441,0.3650,0.7675
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-57.png,0.3646,0.1795,0.5978,0.1777,0.6468,0.7452,0.3709,0.7706
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-58.png,0.3677,0.1821,0.6011,0.1789,0.6526,0.7450,0.3772,0.7722
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-59.png,0.3740,0.1847,0.6072,0.1778,0.6625,0.7447,0.3876,0.7771
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-6.png,0.3504,0.2008,0.5879,0.1917,0.6320,0.7784,0.3550,0.8093
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-60.png,0.3770,0.1878,0.6099,0.1785,0.6697,0.7463,0.3959,0.7843
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-61.png,0.3793,0.1897,0.6118,0.1778,0.6748,0.7431,0.4015,0.7833
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-62.png,0.3818,0.1880,0.6142,0.1745,0.6793,0.7406,0.4061,0.7845
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-63.png,0.3854,0.1867,0.6178,0.1696,0.6888,0.7343,0.4165,0.7827
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-64.png,0.3889,0.1833,0.6216,0.1646,0.6943,0.7309,0.4225,0.7818
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-65.png,0.3945,0.1821,0.6272,0.1605,0.7049,0.7261,0.4337,0.7809
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-66.png,0.3993,0.1810,0.6316,0.1580,0.7106,0.7228,0.4404,0.7790
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-67.png,0.4022,0.1786,0.6347,0.1546,0.7142,0.7211,0.4441,0.7791
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-68.png,0.4062,0.1769,0.6388,0.1514,0.7230,0.7173,0.4541,0.7784
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-69.png,0.4103,0.1781,0.6421,0.1506,0.7270,0.7148,0.4585,0.7773
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-7.png,0.3500,0.2004,0.5869,0.1915,0.6300,0.7773,0.3531,0.8076
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-70.png,0.4127,0.1715,0.6454,0.1429,0.7330,0.7096,0.4650,0.7752
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-71.png,0.4159,0.1734,0.6475,0.1421,0.7382,0.7071,0.4705,0.7772
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-72.png,0.4162,0.1758,0.6483,0.1420,0.7420,0.7094,0.4751,0.7834
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-73.png,0.4178,0.1830,0.6487,0.1481,0.7447,0.7110,0.4784,0.7861
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-74.png,0.4194,0.1840,0.6500,0.1475,0.7478,0.7084,0.4834,0.7860
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-75.png,0.4209,0.1863,0.6504,0.1485,0.7497,0.7078,0.4865,0.7867
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-76.png,0.4230,0.1885,0.6516,0.1502,0.7514,0.7059,0.4893,0.7858
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-77.png,0.4233,0.1885,0.6514,0.1486,0.7529,0.7037,0.4920,0.7861
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-78.png,0.4258,0.1890,0.6525,0.1485,0.7568,0.6999,0.4979,0.7840
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-79.png,0.4279,0.1905,0.6542,0.1487,0.7593,0.6993,0.5008,0.7847
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-8.png,0.3474,0.1995,0.5847,0.1912,0.6266,0.7757,0.3493,0.8059
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-80.png,0.4307,0.1881,0.6561,0.1450,0.7628,0.6926,0.5055,0.7798
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-81.png,0.4307,0.1880,0.6558,0.1448,0.7629,0.6911,0.5061,0.7801
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-82.png,0.4293,0.1888,0.6539,0.1449,0.7614,0.6898,0.5057,0.7793
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-83.png,0.4277,0.1885,0.6516,0.1432,0.7617,0.6860,0.5075,0.7773
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-84.png,0.4287,0.1881,0.6518,0.1429,0.7627,0.6827,0.5093,0.7739
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-85.png,0.4299,0.1870,0.6522,0.1418,0.7642,0.6796,0.5122,0.7724
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-86.png,0.4314,0.1920,0.6529,0.1456,0.7653,0.6810,0.5143,0.7739
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-87.png,0.4340,0.1977,0.6536,0.1508,0.7654,0.6831,0.5156,0.7760
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-88.png,0.4336,0.2045,0.6518,0.1586,0.7634,0.6878,0.5144,0.7800
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-89.png,0.4327,0.2142,0.6494,0.1681,0.7608,0.6899,0.5131,0.7812
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-9.png,0.3437,0.1977,0.5814,0.1895,0.6234,0.7746,0.3457,0.8042
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-90.png,0.4317,0.2115,0.6480,0.1661,0.7594,0.6864,0.5124,0.7776
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-91.png,0.4333,0.2068,0.6493,0.1622,0.7587,0.6825,0.5115,0.7711
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-92.png,0.4315,0.2073,0.6468,0.1636,0.7556,0.6816,0.5086,0.7701
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-93.png,0.4259,0.2047,0.6420,0.1602,0.7509,0.6797,0.5034,0.7684
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-94.png,0.4268,0.2064,0.6425,0.1620,0.7513,0.6813,0.5038,0.7688
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-95.png,0.4293,0.2079,0.6456,0.1653,0.7519,0.6844,0.5024,0.7682
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-96.png,0.4294,0.2064,0.6455,0.1651,0.7496,0.6864,0.4998,0.7690
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-97.png,0.4270,0.2068,0.6444,0.1677,0.7457,0.6911,0.4941,0.7694
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-98.png,0.4277,0.2060,0.6452,0.1684,0.7448,0.6924,0.4925,0.7688
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet003-99.png,0.4250,0.2066,0.6435,0.1718,0.7386,0.6988,0.4845,0.7708
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-0.png,0.3433,0.2163,0.5909,0.2129,0.6249,0.8332,0.3427,0.8558
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-1.png,0.3444,0.2172,0.5891,0.2140,0.6238,0.8310,0.3425,0.8548
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-10.png,0.3335,0.2269,0.5767,0.2199,0.6108,0.8326,0.3307,0.8581
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-100.png,0.4431,0.1875,0.6604,0.1574,0.7609,0.6905,0.5156,0.7656
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-101.png,0.4450,0.1892,0.6615,0.1607,0.7615,0.6929,0.5163,0.7666
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-102.png,0.4499,0.1902,0.6661,0.1639,0.7648,0.6960,0.5195,0.7659
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-103.png,0.4561,0.1938,0.6720,0.1705,0.7677,0.7009,0.5221,0.7656
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-104.png,0.4589,0.1903,0.6746,0.1691,0.7685,0.6995,0.5229,0.7622
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-105.png,0.4604,0.1887,0.6761,0.1689,0.7693,0.6994,0.5240,0.7607
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-106.png,0.4612,0.1863,0.6770,0.1660,0.7696,0.6955,0.5233,0.7563
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-107.png,0.4618,0.1838,0.6779,0.1635,0.7698,0.6938,0.5237,0.7540
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-108.png,0.4617,0.1818,0.6782,0.1607,0.7693,0.6910,0.5221,0.7525
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-109.png,0.4596,0.1819,0.6762,0.1601,0.7676,0.6925,0.5204,0.7548
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-11.png,0.3324,0.2286,0.5756,0.2217,0.6093,0.8343,0.3288,0.8599
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-110.png,0.4580,0.1912,0.6746,0.1669,0.7679,0.6974,0.5198,0.7611
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-111.png,0.4580,0.1921,0.6750,0.1671,0.7671,0.6983,0.5185,0.7628
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-112.png,0.4553,0.1948,0.6723,0.1691,0.7644,0.7010,0.5155,0.7662
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-113.png,0.4490,0.2046,0.6664,0.1776,0.7585,0.7086,0.5088,0.7746
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-114.png,0.4474,0.2057,0.6653,0.1787,0.7572,0.7117,0.5069,0.7772
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-115.png,0.4432,0.2154,0.6609,0.1879,0.7509,0.7213,0.4993,0.7869
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-116.png,0.4407,0.2171,0.6588,0.1903,0.7488,0.7216,0.4968,0.7864
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-117.png,0.4353,0.2166,0.6554,0.1891,0.7430,0.7252,0.4882,0.7898
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-118.png,0.4308,0.2164,0.6511,0.1897,0.7373,0.7257,0.4815,0.7889
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-119.png,0.4219,0.2148,0.6441,0.1882,0.7287,0.7276,0.4706,0.7893
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-12.png,0.3280,0.2293,0.5709,0.2224,0.6041,0.8342,0.3236,0.8591
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-120.png,0.4181,0.2113,0.6412,0.1860,0.7241,0.7262,0.4645,0.7865
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-121.png,0.4093,0.2064,0.6337,0.1825,0.7121,0.7277,0.4508,0.7850
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-122.png,0.4010,0.2038,0.6264,0.1843,0.7006,0.7286,0.4373,0.7806
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-123.png,0.3994,0.2012,0.6245,0.1824,0.6953,0.7295,0.4316,0.7797
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-124.png,0.3914,0.1972,0.6183,0.1834,0.6833,0.7332,0.4169,0.7757
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-125.png,0.3885,0.1941,0.6163,0.1831,0.6783,0.7357,0.4107,0.7744
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-126.png,0.3854,0.1917,0.6138,0.1859,0.6687,0.7416,0.3991,0.7716
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-127.png,0.3829,0.1895,0.6122,0.1871,0.6630,0.7444,0.3922,0.7704
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-128.png,0.3798,0.1879,0.6094,0.1914,0.6534,0.7497,0.3810,0.7667
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-129.png,0.3782,0.1846,0.6084,0.1909,0.6486,0.7513,0.3750,0.7645
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-13.png,0.3266,0.2286,0.5698,0.2217,0.6031,0.8336,0.3229,0.8585
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-130.png,0.3754,0.1824,0.6061,0.1944,0.6402,0.7561,0.3656,0.7609
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-131.png,0.3752,0.1799,0.6053,0.1948,0.6351,0.7584,0.3605,0.7588
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-132.png,0.3688,0.1829,0.5992,0.2037,0.6203,0.7671,0.3447,0.7590
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-133.png,0.3659,0.1833,0.5960,0.2082,0.6150,0.7709,0.3394,0.7581
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-134.png,0.3670,0.1848,0.5961,0.2136,0.6092,0.7750,0.3335,0.7552
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-135.png,0.3670,0.1838,0.5962,0.2142,0.6056,0.7754,0.3301,0.7519
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-136.png,0.3683,0.1845,0.5964,0.2179,0.6008,0.7766,0.3263,0.7473
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-137.png,0.3668,0.1828,0.5950,0.2177,0.5965,0.7784,0.3219,0.7460
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-138.png,0.3662,0.1837,0.5932,0.2215,0.5903,0.7785,0.3177,0.7415
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-139.png,0.3658,0.1862,0.5918,0.2256,0.5871,0.7811,0.3149,0.7426
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-14.png,0.3261,0.2290,0.5686,0.2216,0.6001,0.8331,0.3197,0.8575
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-140.png,0.3634,0.1860,0.5889,0.2270,0.5810,0.7787,0.3101,0.7370
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-141.png,0.3631,0.1866,0.5875,0.2277,0.5787,0.7779,0.3086,0.7361
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-142.png,0.3629,0.1870,0.5869,0.2275,0.5769,0.7746,0.3071,0.7329
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-143.png,0.3581,0.1775,0.5825,0.2192,0.5710,0.7681,0.3018,0.7249
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-144.png,0.3592,0.1789,0.5827,0.2201,0.5720,0.7667,0.3040,0.7235
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-145.png,0.3615,0.1775,0.5847,0.2182,0.5728,0.7630,0.3050,0.7194
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-146.png,0.3613,0.1768,0.5841,0.2181,0.5702,0.7631,0.3034,0.7188
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-147.png,0.3602,0.1772,0.5826,0.2180,0.5690,0.7606,0.3023,0.7163
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-148.png,0.3587,0.1780,0.5807,0.2174,0.5675,0.7600,0.3012,0.7176
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-149.png,0.3584,0.1750,0.5803,0.2129,0.5692,0.7548,0.3029,0.7138
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-15.png,0.3230,0.2273,0.5659,0.2213,0.5971,0.8322,0.3166,0.8552
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-150.png,0.3601,0.1740,0.5820,0.2112,0.5721,0.7517,0.3063,0.7119
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-151.png,0.3608,0.1701,0.5830,0.2053,0.5741,0.7458,0.3082,0.7087
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-152.png,0.3612,0.1692,0.5836,0.2022,0.5768,0.7428,0.3116,0.7077
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-153.png,0.3634,0.1714,0.5848,0.2023,0.5811,0.7407,0.3162,0.7094
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-154.png,0.3638,0.1672,0.5858,0.1932,0.5850,0.7322,0.3198,0.7057
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-155.png,0.3631,0.1669,0.5861,0.1879,0.5907,0.7271,0.3245,0.7077
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-156.png,0.3623,0.1630,0.5860,0.1812,0.5923,0.7217,0.3254,0.7052
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-157.png,0.3607,0.1606,0.5855,0.1772,0.5947,0.7215,0.3264,0.7076
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-158.png,0.3614,0.1622,0.5868,0.1738,0.6006,0.7189,0.3323,0.7110
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-159.png,0.3612,0.1685,0.5869,0.1764,0.6069,0.7210,0.3384,0.7189
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-16.png,0.3233,0.2288,0.5658,0.2216,0.5957,0.8322,0.3158,0.8548
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-160.png,0.3635,0.1701,0.5888,0.1766,0.6108,0.7198,0.3425,0.7208
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-161.png,0.3629,0.1722,0.5885,0.1771,0.6130,0.7221,0.3448,0.7263
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-162.png,0.3637,0.1773,0.5889,0.1802,0.6170,0.7242,0.3486,0.7311
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-163.png,0.3657,0.1809,0.5908,0.1816,0.6221,0.7271,0.3535,0.7373
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-164.png,0.3675,0.1874,0.5927,0.1865,0.6264,0.7321,0.3575,0.7455
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-165.png,0.3691,0.1948,0.5952,0.1902,0.6357,0.7362,0.3665,0.7553
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-166.png,0.3725,0.1972,0.5986,0.1906,0.6419,0.7364,0.3725,0.7582
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-167.png,0.3735,0.1995,0.5998,0.1912,0.6453,0.7396,0.3759,0.7651
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-168.png,0.3729,0.2059,0.5992,0.1960,0.6478,0.7445,0.3783,0.7733
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-169.png,0.3784,0.2157,0.6041,0.2022,0.6594,0.7488,0.3912,0.7833
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-17.png,0.3188,0.2279,0.5614,0.2214,0.5896,0.8334,0.3090,0.8548
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-170.png,0.3817,0.2271,0.6065,0.2093,0.6679,0.7531,0.4007,0.7945
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-171.png,0.3839,0.2277,0.6089,0.2085,0.6742,0.7496,0.4070,0.7941
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-172.png,0.3862,0.2275,0.6108,0.2054,0.6785,0.7472,0.4118,0.7957
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-173.png,0.3854,0.2326,0.6095,0.2061,0.6826,0.7447,0.4176,0.8006
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-174.png,0.3848,0.2313,0.6087,0.2027,0.6844,0.7392,0.4201,0.7977
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-175.png,0.3841,0.2284,0.6074,0.1960,0.6883,0.7294,0.4262,0.7953
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-176.png,0.3826,0.2232,0.6058,0.1851,0.6912,0.7185,0.4296,0.7917
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-177.png,0.3786,0.2214,0.6024,0.1817,0.6905,0.7141,0.4293,0.7910
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-178.png,0.3754,0.2195,0.5990,0.1767,0.6939,0.7080,0.4339,0.7911
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-179.png,0.3755,0.2166,0.5993,0.1709,0.6964,0.7010,0.4374,0.7885
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-18.png,0.3171,0.2296,0.5590,0.2238,0.5870,0.8349,0.3062,0.8562
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-180.png,0.3716,0.2171,0.5947,0.1670,0.6966,0.6945,0.4399,0.7884
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-181.png,0.3721,0.2162,0.5951,0.1646,0.6992,0.6902,0.4442,0.7859
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-182.png,0.3740,0.2211,0.5948,0.1660,0.7019,0.6880,0.4500,0.7895
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-183.png,0.3743,0.2233,0.5943,0.1668,0.7051,0.6860,0.4540,0.7899
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-184.png,0.3776,0.2254,0.5963,0.1670,0.7095,0.6831,0.4601,0.7889
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-185.png,0.3802,0.2259,0.5983,0.1631,0.7146,0.6772,0.4666,0.7894
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-186.png,0.3799,0.2283,0.5976,0.1642,0.7155,0.6761,0.4687,0.7896
/mnt/d/datasets/smart_doc_extracted/images,background01-datasheet004-187.png,0.3804,0.2273,0.5975,0.1609,0.7185,0.6716,0.4736,0.7889
